epoch,lr-AdamW,step,test/acc,test/f1_macro,test/f1_weighted,test/loss,test/precision,test/recall,train/acc,train/loss_epoch,train/loss_step,val/acc,val/f1_macro,val/f1_weighted,val/loss,val/precision,val/recall
16,,3269,,,,,,,,,0.5185267925262451,,,,,,
16,,3279,,,,,,,,,0.534292459487915,,,,,,
16,,3289,,,,,,,,,0.4785430133342743,,,,,,
16,,3299,,,,,,,,,0.5601158142089844,,,,,,
16,,3309,,,,,,,,,0.5168813467025757,,,,,,
16,,3319,,,,,,,,,0.5389630198478699,,,,,,
16,,3329,,,,,,,,,0.5475329756736755,,,,,,
16,,3339,,,,,,,,,0.5102254152297974,,,,,,
16,,3349,,,,,,,,,0.5344918370246887,,,,,,
16,,3359,,,,,,,,,0.527835488319397,,,,,,
16,,3365,,,,,,,,,,0.9499524831771851,0.9310591220855713,0.950360894203186,0.7353003025054932,0.9294221997261047,0.9341476559638977
16,,3365,,,,,,,0.9800276756286621,0.5425399541854858,,,,,,,
,9.310673033669524e-05,3366,,,,,,,,,,,,,,,
17,,3369,,,,,,,,,0.49018681049346924,,,,,,
17,,3379,,,,,,,,,0.5852960348129272,,,,,,
17,,3389,,,,,,,,,0.5224303603172302,,,,,,
17,,3399,,,,,,,,,0.5297764539718628,,,,,,
17,,3409,,,,,,,,,0.5364995002746582,,,,,,
17,,3419,,,,,,,,,0.6256092190742493,,,,,,
17,,3429,,,,,,,,,0.5906921625137329,,,,,,
17,,3439,,,,,,,,,0.5322772264480591,,,,,,
17,,3449,,,,,,,,,0.5941982269287109,,,,,,
17,,3459,,,,,,,,,0.5800866484642029,,,,,,
17,,3469,,,,,,,,,0.5700441598892212,,,,,,
17,,3479,,,,,,,,,0.554759681224823,,,,,,
17,,3489,,,,,,,,,0.5636972784996033,,,,,,
17,,3499,,,,,,,,,0.5470127463340759,,,,,,
17,,3509,,,,,,,,,0.5712755918502808,,,,,,
17,,3519,,,,,,,,,0.5687947869300842,,,,,,
17,,3529,,,,,,,,,0.48395657539367676,,,,,,
17,,3539,,,,,,,,,0.5930085182189941,,,,,,
17,,3549,,,,,,,,,0.5028433799743652,,,,,,
17,,3559,,,,,,,,,0.5298606157302856,,,,,,
17,,3563,,,,,,,,,,0.9531200528144836,0.9376664161682129,0.9535142183303833,0.7399764060974121,0.9330468773841858,0.9435130953788757
17,,3563,,,,,,,0.9814119338989258,0.5389044284820557,,,,,,,
,9.229423231234978e-05,3564,,,,,,,,,,,,,,,
18,,3569,,,,,,,,,0.5214160680770874,,,,,,
18,,3579,,,,,,,,,0.5750042200088501,,,,,,
18,,3589,,,,,,,,,0.5319751501083374,,,,,,
18,,3599,,,,,,,,,0.5129247903823853,,,,,,
18,,3609,,,,,,,,,0.5681475400924683,,,,,,
18,,3619,,,,,,,,,0.6435728669166565,,,,,,
18,,3629,,,,,,,,,0.5417839288711548,,,,,,
18,,3639,,,,,,,,,0.5429069399833679,,,,,,
18,,3649,,,,,,,,,0.7190712690353394,,,,,,
18,,3659,,,,,,,,,0.5191031694412231,,,,,,
18,,3669,,,,,,,,,0.48259299993515015,,,,,,
18,,3679,,,,,,,,,0.5415301322937012,,,,,,
18,,3689,,,,,,,,,0.5171763896942139,,,,,,
18,,3699,,,,,,,,,0.6211738586425781,,,,,,
18,,3709,,,,,,,,,0.4733913242816925,,,,,,
18,,3719,,,,,,,,,0.5103745460510254,,,,,,
18,,3729,,,,,,,,,0.6176648736000061,,,,,,
18,,3739,,,,,,,,,0.48682257533073425,,,,,,
18,,3749,,,,,,,,,0.4950523376464844,,,,,,
18,,3759,,,,,,,,,0.6138136386871338,,,,,,
18,,3761,,,,,,,,,,0.9499524831771851,0.9348018765449524,0.9504059553146362,0.7363387942314148,0.9342131614685059,0.9367657899856567
18,,3761,,,,,,,0.9810163974761963,0.5392297506332397,,,,,,,
,9.144048842659084e-05,3762,,,,,,,,,,,,,,,
19,,3769,,,,,,,,,0.5523941516876221,,,,,,
19,,3779,,,,,,,,,0.52336186170578,,,,,,
19,,3789,,,,,,,,,0.504904568195343,,,,,,
19,,3799,,,,,,,,,0.5802993178367615,,,,,,
19,,3809,,,,,,,,,0.4539636969566345,,,,,,
19,,3819,,,,,,,,,0.5456451177597046,,,,,,
19,,3829,,,,,,,,,0.5327471494674683,,,,,,
